,Bins,Contribution,accum,step1,step2,mapped
329,3.28,210,0.453492395,0.00928515780789,201.239214847,99.7233842036
330,3.29,145,0.451383501,0.00641118039116,201.245626027,99.7264261662
331,3.3,204,0.448416504,0.00901986758481,201.254645895,99.7285265689
332,3.31,152,0.4462058,0.00672068565142,201.261366581,99.7314816183
333,3.32,158,0.443907832,0.00698597587451,201.268352557,99.7336834198
334,3.33,192,0.441115364,0.00848928713864,201.276841844,99.7359721345
335,3.34,152,0.43890466,0.00672068565142,201.283562529,99.7387533574
336,3.35,170,0.436432163,0.00751655632067,201.291079086,99.7409551589
337,3.36,134,0.434483253,0.00592481498218,201.297003901,99.7434177
338,3.37,165,0.432083476,0.00729548113477,201.304299382,99.7453587618
339,3.38,193,0.429276464,0.00853350217582,201.312832884,99.7477488753
340,3.39,144,0.427182114,0.00636696535398,201.319199849,99.7505445837
341,3.4,159,0.424869601,0.00703019091169,201.32623004,99.7526305009
342,3.41,144,0.42277525,0.00636696535398,201.332597006,99.7549337012
343,3.42,153,0.420550003,0.0067649006886,201.339361906,99.7570196183
344,3.43,151,0.418353843,0.00667647061424,201.346038377,99.7592359054
345,3.44,138,0.416346757,0.0061016751309,201.352140052,99.7614232213
346,3.45,153,0.414121509,0.0067649006886,201.358904953,99.7634222253
347,3.46,127,0.412274408,0.00561530972191,201.364520262,99.7656385123
348,3.47,133,0.410340043,0.005880599945,201.370400862,99.7674781754
349,3.48,155,0.408085707,0.00685333076297,201.377254193,99.7694047517
350,3.49,158,0.405787738,0.00698597587451,201.384240169,99.7716500097
351,3.5,152,0.403577035,0.00672068565142,201.390960855,99.7739387244
352,3.51,151,0.401380875,0.00667647061424,201.397637325,99.7761405259
353,3.52,160,0.399053819,0.00707440594887,201.404711731,99.7783278419
354,3.53,137,0.397061277,0.00605746009372,201.410769191,99.7806455276
355,3.54,131,0.395155999,0.00579216987064,201.416561361,99.7826300461
356,3.55,140,0.393119825,0.00619010520526,201.422751466,99.7845276513
357,3.56,112,0.391490885,0.00495208416421,201.427703551,99.7865556263
358,3.57,112,0.389861946,0.00495208416421,201.432655635,99.7881780064
359,3.58,129,0.387985757,0.00570373979627,201.438359375,99.7898003864
360,3.59,126,0.3861532,0.00557109468473,201.443930469,99.7916690206
361,3.6,121,0.384393363,0.00535001949883,201.449280489,99.7934941981
362,3.61,133,0.382458998,0.005880599945,201.455161089,99.795246948
363,3.62,142,0.380393735,0.00627853527962,201.461439624,99.7971735243
364,3.63,143,0.378313928,0.0063227503168,201.467762374,99.7992304704
365,3.64,115,0.376641357,0.00508472927575,201.472847104,99.801301902
366,3.65,123,0.374852432,0.00543844957319,201.478285553,99.8029677387
367,3.66,123,0.373063507,0.00543844957319,201.483724003,99.8047494596
368,3.67,155,0.370809171,0.00685333076297,201.490577333,99.8065311806
369,3.68,140,0.368772997,0.00619010520526,201.496767439,99.8087764386
370,3.69,126,0.36694044,0.00557109468473,201.502338533,99.8108044137
371,3.7,98,0.365515118,0.00433307364368,201.506671607,99.8126295912
372,3.71,86,0.364264325,0.00380249319752,201.5104741,99.8140491738
373,3.72,126,0.362431768,0.00557109468473,201.516045195,99.8152949299
374,3.73,126,0.360599211,0.00557109468473,201.52161629,99.8171201074
375,3.74,136,0.358621213,0.00601324505654,201.527629535,99.8189452849
376,3.75,99,0.357181347,0.00437728868086,201.532006823,99.8209153178
377,3.76,134,0.355232437,0.00592481498218,201.537931638,99.8223493859
378,3.77,112,0.353603498,0.00495208416421,201.542883722,99.8242904477
379,3.78,132,0.351683676,0.00583638490782,201.548720107,99.8259128278
380,3.79,104,0.35017109,0.00459836386676,201.553318471,99.8278249185
381,3.8,99,0.348731223,0.00437728868086,201.55769576,99.8293314143
382,3.81,105,0.347204093,0.00464257890394,201.562338339,99.8307654824
383,3.82,90,0.345895123,0.00397935334624,201.566317692,99.8322864636
384,3.83,107,0.344338904,0.00473100897831,201.571048701,99.8335901619
385,3.84,97,0.342928126,0.0042888586065,201.57533756,99.8351401142
386,3.85,97,0.341517348,0.0042888586065,201.579626418,99.8365452112
387,3.86,101,0.340048394,0.00446571875522,201.584092137,99.8379503082
388,3.87,87,0.338783057,0.0038467082347,201.587938845,99.8394133474
389,3.88,103,0.337285015,0.00455414882958,201.592492994,99.840673589
390,3.89,126,0.335452458,0.00557109468473,201.598064089,99.8421655992
391,3.9,111,0.333838062,0.00490786912703,201.602971958,99.8439907768
392,3.91,75,0.332747254,0.00331612778853,201.606288086,99.8455986713
393,3.92,81,0.331569182,0.00358141801161,201.609869504,99.8466850865
394,3.93,90,0.330260213,0.00397935334624,201.613848857,99.8478584149
395,3.94,98,0.328834891,0.00433307364368,201.618181931,99.8491621131
396,3.95,102,0.327351392,0.0045099337924,201.622691865,99.8505816957
397,3.96,97,0.325940614,0.0042888586065,201.626980723,99.8520592203
398,3.97,93,0.324588013,0.00411199845778,201.631092722,99.8534643173
399,3.98,59,0.323729911,0.00260868719365,201.633701409,99.8548114722
400,3.99,101,0.322260956,0.00446571875522,201.638167128,99.8556661188
401,4.0,100,0.320806546,0.00442150371804,201.642588631,99.857129158
402,4.01,73,0.319744827,0.00322769771417,201.645816329,99.8585777116
403,4.02,86,0.318494034,0.00380249319752,201.649618822,99.8596351557
404,4.03,80,0.317330506,0.00353720297443,201.653156025,99.8608809118
405,4.04,88,0.316050625,0.00389092327188,201.657046948,99.8620397547
406,4.05,76,0.314945273,0.00336034282571,201.660407291,99.8633144819
407,4.06,91,0.313621759,0.00402356838342,201.66443086,99.8644153826
408,4.07,63,0.312705481,0.00278554734237,201.667216407,99.8657335664
409,4.08,90,0.311396512,0.00397935334624,201.67119576,99.8666461551
410,4.09,65,0.310451145,0.00287397741673,201.674069738,99.8679498534
411,4.1,101,0.308982191,0.00446571875522,201.678535456,99.8688914132
412,4.11,73,0.307920471,0.00322769771417,201.681763154,99.8703544524
413,4.12,68,0.306931472,0.00300662252827,201.684769777,99.8714118965
414,4.13,88,0.305651591,0.00389092327188,201.6886607,99.872396913
415,4.14,71,0.30461896,0.00313926763981,201.691799968,99.8736716401
416,4.15,82,0.303426343,0.00362563304879,201.695425601,99.8747001132
417,4.16,65,0.302480977,0.00287397741673,201.698299578,99.8758879271
418,4.17,85,0.301244728,0.00375827816034,201.702057856,99.876829487
419,4.18,67,0.300270273,0.00296240749109,201.705020264,99.8780607576
420,4.19,70,0.299252186,0.00309505260263,201.708115316,99.8790312885
421,4.2,103,0.297754143,0.00455414882958,201.712669465,99.880045276
422,4.21,71,0.296721512,0.00313926763981,201.715808733,99.8815372862
423,4.22,62,0.295819778,0.00274133230519,201.718550065,99.8825657593
424,4.23,90,0.294510808,0.00397935334624,201.722529418,99.8834638625
425,4.24,61,0.293623618,0.00269711726801,201.725226536,99.8847675607
426,4.25,57,0.292794604,0.00252025711928,201.727746793,99.8856511784
427,4.26,61,0.291907414,0.00269711726801,201.73044391,99.886476854
428,4.27,66,0.290947503,0.00291819245391,201.733362103,99.8873604717
429,4.28,64,0.290016681,0.00282976237955,201.736191865,99.8883165171
430,4.29,75,0.288925873,0.00331612778853,201.739507993,99.8892435914
431,4.3,50,0.288198668,0.00221075185902,201.741718745,99.8903300066
432,4.31,70,0.287180581,0.00309505260263,201.744813797,99.8910542834
433,4.32,67,0.286206126,0.00296240749109,201.747776205,99.8920682709
434,4.33,71,0.285173494,0.00313926763981,201.750915472,99.8930388018
435,4.34,69,0.284169951,0.00305083756545,201.75396631,99.8940672749
436,4.35,46,0.283500923,0.0020338917103,201.756000202,99.8950667769
437,4.36,57,0.282671909,0.00252025711928,201.758520459,99.8957331115
438,4.37,54,0.281886527,0.00238761200774,201.760908071,99.8965587871
439,4.38,84,0.280664823,0.00371406312316,201.764622134,99.897341006
440,4.39,58,0.279821265,0.00256447215646,201.767186606,99.8985577911
441,4.4,59,0.278963163,0.00260868719365,201.769795293,99.8993979522
442,4.41,59,0.27810506,0.00260868719365,201.77240398,99.9002525988
443,4.42,62,0.277203326,0.00274133230519,201.775145313,99.9011072454
444,4.43,39,0.276636106,0.00172438645004,201.776869699,99.9020053486
445,4.44,73,0.275574387,0.00322769771417,201.780097397,99.9025702845
446,4.45,69,0.274570844,0.00305083756545,201.783148234,99.9036277287
447,4.46,54,0.273785462,0.00238761200774,201.785535846,99.9046272307
448,4.47,58,0.272941904,0.00256447215646,201.788100319,99.9054094496
449,4.48,52,0.272185611,0.00229918193338,201.790399501,99.9062496107
450,4.49,55,0.271385685,0.00243182704492,201.792831328,99.9070028586
451,4.5,56,0.270571215,0.0024760420821,201.79530737,99.9077995631
452,4.51,47,0.269887642,0.00207810674748,201.797385476,99.9086107531
453,4.52,60,0.269014996,0.00265290223083,201.800038379,99.9092915733
454,4.53,48,0.268316879,0.00212232178466,201.8021607,99.9101607054
455,4.54,65,0.267371513,0.00287397741673,201.805034678,99.9108560112
456,4.55,57,0.266542499,0.00252025711928,201.807554935,99.911797571
457,4.56,59,0.265684397,0.00260868719365,201.810163622,99.9126232466
458,4.57,45,0.265029912,0.00198967667312,201.812153299,99.9134778932
459,4.58,68,0.264040913,0.00300662252827,201.815159921,99.9141297423
460,4.59,53,0.263270076,0.00234339697056,201.817503318,99.9151147588
461,4.6,38,0.2627174,0.00168017141286,201.81918349,99.9158824922
462,4.61,41,0.262121092,0.0018128165244,201.820996306,99.9164329425
463,4.62,47,0.261437519,0.00207810674748,201.823074413,99.9170268495
464,4.63,44,0.260797578,0.00194546163594,201.825019875,99.9177076697
465,4.64,49,0.260084917,0.00216653682184,201.827186411,99.9183450333
466,4.65,42,0.259474065,0.00185703156158,201.829043443,99.9190548246
467,4.66,63,0.258557786,0.00278554734237,201.83182899,99.9196632171
468,4.67,47,0.257874214,0.00207810674748,201.833907097,99.9205758059
469,4.68,54,0.257088832,0.00238761200774,201.836294709,99.921256626
470,4.69,50,0.256361627,0.00221075185902,201.838505461,99.922038845
471,4.7,43,0.25573623,0.00190124659876,201.840406708,99.9227631218
472,4.71,62,0.254834496,0.00274133230519,201.84314804,99.9233859998
473,4.72,46,0.254165467,0.0020338917103,201.845181932,99.9242841031
474,4.73,49,0.253452806,0.00216653682184,201.847348468,99.9249504377
475,4.74,46,0.252783778,0.0020338917103,201.84938236,99.925660229
476,4.75,51,0.252042028,0.0022549668962,201.851637327,99.9263265637
477,4.76,37,0.251503897,0.00163595637568,201.853273283,99.927065326
478,4.77,26,0.25112575,0.00114959096669,201.854422874,99.9276012908
479,4.78,44,0.250485809,0.00194546163594,201.856368336,99.9279779148
480,4.79,40,0.249904045,0.00176860148722,201.858136938,99.9286152784
481,4.8,35,0.249395002,0.00154752630131,201.859684464,99.9291946998
482,4.81,31,0.248944135,0.00137066615259,201.86105513,99.9297016936
483,4.82,27,0.248551444,0.00119380600387,201.862248936,99.9301507452
484,4.83,31,0.248100577,0.00137066615259,201.863619602,99.9305418547
485,4.84,46,0.247431548,0.0020338917103,201.865653494,99.9309909063
486,4.85,36,0.24690796,0.0015917413385,201.867245235,99.9316572409
487,4.86,38,0.246355284,0.00168017141286,201.868925407,99.9321787202
488,4.87,36,0.245831697,0.0015917413385,201.870517148,99.9327291706
489,4.88,21,0.24552627,0.000928515780789,201.871445664,99.9332506499
490,4.89,45,0.244871786,0.00198967667312,201.87343534,99.9335548462
491,4.9,49,0.244159125,0.00216653682184,201.875601877,99.9342066953
492,4.91,38,0.243606449,0.00168017141286,201.877282049,99.9349164865
493,4.92,39,0.243039229,0.00172438645004,201.879006435,99.9354669369
494,4.93,38,0.242486553,0.00168017141286,201.880686606,99.9360318728
495,4.94,54,0.241701171,0.00238761200774,201.883074218,99.9365823232
496,4.95,30,0.241264848,0.00132645111541,201.88440067,99.9373645421
497,4.96,31,0.240813981,0.00137066615259,201.885771336,99.9377991082
498,4.97,38,0.240261305,0.00168017141286,201.887451507,99.9382481598
499,4.98,29,0.239839526,0.00128223607823,201.888733743,99.9387986102
500,4.99,30,0.239403203,0.00132645111541,201.890060194,99.9392186907
501,5.0,25,0.239039601,0.00110537592951,201.89116557,99.9396532568
502,5.01,40,0.238457836,0.00176860148722,201.892934172,99.9400153952
503,5.02,34,0.237963337,0.00150331126413,201.894437483,99.9405948167
504,5.03,35,0.237454293,0.00154752630131,201.895985009,99.9410873249
505,5.04,38,0.236901617,0.00168017141286,201.897665181,99.9415943187
506,5.05,32,0.236436206,0.00141488118977,201.899080062,99.942144769
507,5.06,17,0.236188956,0.000751655632067,201.899831718,99.9426083062
508,5.07,25,0.235825354,0.00110537592951,201.900937093,99.9428545603
509,5.08,25,0.235461751,0.00110537592951,201.902042469,99.9432166987
510,5.09,28,0.235054516,0.00123802104105,201.90328049,99.9435788371
511,5.1,35,0.234545473,0.00154752630131,201.904828017,99.9439844321
512,5.11,34,0.234050973,0.00150331126413,201.906331328,99.9444914259
513,5.12,27,0.233658283,0.00119380600387,201.907525134,99.9449839341
514,5.13,59,0.23280018,0.00260868719365,201.910133821,99.9453750436
515,5.14,24,0.232451122,0.00106116089233,201.911194982,99.9462296902
516,5.15,32,0.231985711,0.00141488118977,201.912609863,99.9465773431
517,5.16,32,0.231520299,0.00141488118977,201.914024745,99.9470408802
518,5.17,32,0.231054888,0.00141488118977,201.915439626,99.9475044174
519,5.18,22,0.230734918,0.000972730817969,201.916412357,99.9479679545
520,5.19,20,0.230444036,0.000884300743608,201.917296657,99.9482866363
521,5.2,19,0.230167698,0.000840085706428,201.918136743,99.948576347
522,5.21,29,0.229745919,0.00128223607823,201.919418979,99.9488515722
523,5.22,30,0.229309596,0.00132645111541,201.92074543,99.9492716528
524,5.23,27,0.228916905,0.00119380600387,201.921939236,99.9497062188
525,5.24,32,0.228451494,0.00141488118977,201.923354117,99.9500973283
526,5.25,37,0.227913362,0.00163595637568,201.924990074,99.9505608655
527,5.26,23,0.227578848,0.00101694585515,201.92600702,99.9510968303
528,5.27,21,0.227273421,0.000928515780789,201.926935535,99.9514299976
529,5.28,31,0.226822554,0.00137066615259,201.928306202,99.9517341939
530,5.29,23,0.22648804,0.00101694585515,201.929323147,99.9521832455
531,5.3,36,0.225964452,0.0015917413385,201.930914889,99.9525164128
532,5.31,35,0.225455409,0.00154752630131,201.932462415,99.9530378921
533,5.32,26,0.225077262,0.00114959096669,201.933612006,99.9535448859
534,5.33,34,0.224582762,0.00150331126413,201.935115317,99.9539215098
535,5.34,27,0.224190072,0.00119380600387,201.936309123,99.9544140181
536,5.35,32,0.22372466,0.00141488118977,201.937724004,99.9548051275
537,5.36,17,0.223477411,0.000751655632067,201.93847566,99.9552686647
538,5.37,29,0.223055632,0.00128223607823,201.939757896,99.9555149188
539,5.38,12,0.222881102,0.000530580446165,201.940288477,99.9559349993
540,5.39,26,0.222502956,0.00114959096669,201.941438068,99.9561088258
541,5.4,20,0.222212074,0.000884300743608,201.942322368,99.9564854497
542,5.41,22,0.221892103,0.000972730817969,201.943295099,99.9567751604
543,5.42,25,0.221528501,0.00110537592951,201.944400475,99.9570938422
544,5.43,25,0.221164898,0.00110537592951,201.945505851,99.9574559806
545,5.44,18,0.220903104,0.000795870669248,201.946301722,99.957818119
546,5.45,31,0.220452237,0.00137066615259,201.947672388,99.9580788587
547,5.46,29,0.220030458,0.00128223607823,201.948954624,99.9585279103
548,5.47,36,0.219506871,0.0015917413385,201.950546365,99.9589479908
549,5.48,18,0.219245077,0.000795870669248,201.951342236,99.9594694701
550,5.49,20,0.218954195,0.000884300743608,201.952226537,99.9597302098
551,5.5,14,0.218750577,0.000619010520526,201.952845547,99.9600199205
552,5.51,23,0.218416063,0.00101694585515,201.953862493,99.960222718
553,5.52,22,0.218096093,0.000972730817969,201.954835224,99.9605558853
554,5.53,23,0.217761578,0.00101694585515,201.95585217,99.9608745671
555,5.54,24,0.21741252,0.00106116089233,201.956913331,99.9612077345
556,5.55,27,0.217019829,0.00119380600387,201.958107137,99.9615553873
557,5.56,10,0.216874388,0.000442150371804,201.958549287,99.9619464968
558,5.57,24,0.21652533,0.00106116089233,201.959610448,99.9620913522
559,5.58,22,0.216205359,0.000972730817969,201.960583179,99.962439005
560,5.59,17,0.215958109,0.000751655632067,201.961334834,99.9627576868
561,5.6,24,0.215609051,0.00106116089233,201.962395995,99.9630039409
562,5.61,23,0.215274537,0.00101694585515,201.963412941,99.9633515938
563,5.62,18,0.215012743,0.000795870669248,201.964208812,99.9636847611
564,5.63,16,0.214780037,0.000707440594887,201.964916252,99.9639455008
565,5.64,26,0.214401891,0.00114959096669,201.966065843,99.9641772694
566,5.65,15,0.214183729,0.000663225557706,201.966729069,99.9645538933
567,5.66,13,0.213994656,0.000574795483346,201.967303864,99.9647711763
568,5.67,20,0.213703774,0.000884300743608,201.968188165,99.9649594883
569,5.68,16,0.213471068,0.000707440594887,201.968895606,99.965249199
570,5.69,27,0.213078377,0.00119380600387,201.970089412,99.9654809676
571,5.7,17,0.212831127,0.000751655632067,201.970841067,99.9658720771
572,5.71,16,0.212598422,0.000707440594887,201.971548508,99.9661183312
573,5.72,16,0.212365716,0.000707440594887,201.972255948,99.9663500998
574,5.73,28,0.211958481,0.00123802104105,201.97349397,99.9665818683
575,5.74,20,0.211667599,0.000884300743608,201.97437827,99.9669874633
576,5.75,13,0.211478526,0.000574795483346,201.974953066,99.9672771741
577,5.76,18,0.211216732,0.000795870669248,201.975748936,99.967465486
578,5.77,29,0.210794953,0.00128223607823,201.977031172,99.9677262257
579,5.78,16,0.210562247,0.000707440594887,201.977738613,99.9681463062
580,5.79,11,0.210402262,0.000486365408985,201.978224978,99.9683780748
581,5.8,16,0.210169557,0.000707440594887,201.978932419,99.9685374157
582,5.81,18,0.209907763,0.000795870669248,201.97972829,99.9687691843
583,5.82,17,0.209660513,0.000751655632067,201.980479945,99.9690299239
584,5.83,16,0.209427807,0.000707440594887,201.981187386,99.969276178
585,5.84,19,0.209151469,0.000840085706428,201.982027472,99.9695079466
586,5.85,21,0.208846043,0.000928515780789,201.982955987,99.9697831718
587,5.86,20,0.208555161,0.000884300743608,201.983840288,99.9700873681
588,5.87,16,0.208322456,0.000707440594887,201.984547729,99.9703770788
589,5.88,10,0.208177015,0.000442150371804,201.984989879,99.9706088474
590,5.89,23,0.2078425,0.00101694585515,201.986006825,99.9707537027
591,5.9,17,0.20759525,0.000751655632067,201.986758481,99.97108687
592,5.91,11,0.207435265,0.000486365408985,201.987244846,99.9713331242
593,5.92,23,0.207100751,0.00101694585515,201.988261792,99.9714924651
594,5.93,9,0.206969854,0.000397935334624,201.988659727,99.9718256324
595,5.94,7,0.206868045,0.000309505260263,201.988969233,99.9719560022
596,5.95,25,0.206504443,0.00110537592951,201.990074608,99.972057401
597,5.96,18,0.206242649,0.000795870669248,201.990870479,99.9724195394
598,5.97,15,0.206024487,0.000663225557706,201.991533705,99.972680279
599,5.98,18,0.205762693,0.000795870669248,201.992329575,99.9728975621
600,5.99,14,0.205559076,0.000619010520526,201.992948586,99.9731583017
601,6.0,16,0.20532637,0.000707440594887,201.993656026,99.9733610992
602,6.01,13,0.205137297,0.000574795483346,201.994230822,99.9735928678
603,6.02,15,0.204919136,0.000663225557706,201.994894048,99.9737811798
604,6.03,6,0.204831871,0.000265290223083,201.995159338,99.9739984628
605,6.04,23,0.204497357,0.00101694585515,201.996176284,99.974085376
606,6.05,22,0.204177386,0.000972730817969,201.997149014,99.9744185433
607,6.06,13,0.203988313,0.000574795483346,201.99772381,99.9747372251
608,6.07,9,0.203857416,0.000397935334624,201.998121745,99.9749255371
609,6.08,13,0.203668343,0.000574795483346,201.998696541,99.9750559069
610,6.09,14,0.203464725,0.000619010520526,201.999315551,99.9752442189
611,6.1,20,0.203173843,0.000884300743608,202.000199852,99.9754470164
612,6.11,12,0.202999314,0.000530580446165,202.000730432,99.9757367271
613,6.12,10,0.202853873,0.000442150371804,202.001172583,99.9759105536
614,6.13,16,0.202621167,0.000707440594887,202.001880023,99.9760554089
615,6.14,16,0.202388462,0.000707440594887,202.002587464,99.9762871775
616,6.15,20,0.20209758,0.000884300743608,202.003471765,99.9765189461
617,6.16,9,0.201966683,0.000397935334624,202.0038697,99.9768086568
618,6.17,10,0.201821242,0.000442150371804,202.00431185,99.9769390266
619,6.18,7,0.201719433,0.000309505260263,202.004621356,99.977083882
620,6.19,10,0.201573992,0.000442150371804,202.005063506,99.9771852807
621,6.2,20,0.20128311,0.000884300743608,202.005947807,99.9773301361
622,6.21,14,0.201079492,0.000619010520526,202.006566817,99.9776198468
623,6.22,9,0.200948595,0.000397935334624,202.006964753,99.9778226443
624,6.23,27,0.200555905,0.00119380600387,202.008158559,99.9779530141
625,6.24,15,0.200337743,0.000663225557706,202.008821784,99.9783441236
626,6.25,10,0.200192302,0.000442150371804,202.009263935,99.9785614066
627,6.26,12,0.200017773,0.000530580446165,202.009794515,99.978706262
628,6.27,5,0.199945052,0.000221075185902,202.01001559,99.9788800884
629,6.28,15,0.199726891,0.000663225557706,202.010678816,99.9789525161
630,6.29,6,0.199639626,0.000265290223083,202.010944106,99.9791697992
631,6.3,16,0.199406921,0.000707440594887,202.011651547,99.9792567124
632,6.31,9,0.199276024,0.000397935334624,202.012049482,99.979488481
633,6.32,10,0.199130583,0.000442150371804,202.012491632,99.9796188508
634,6.33,8,0.19901423,0.000353720297443,202.012845353,99.9797637061
635,6.34,15,0.198796068,0.000663225557706,202.013508578,99.9798795904
636,6.35,11,0.198636083,0.000486365408985,202.013994944,99.9800968735
637,6.36,11,0.198476098,0.000486365408985,202.014481309,99.9802562144
638,6.37,11,0.198316113,0.000486365408985,202.014967674,99.9804155553
639,6.38,5,0.198243392,0.000221075185902,202.01518875,99.9805748962
640,6.39,10,0.198097951,0.000442150371804,202.0156309,99.9806473238
641,6.4,12,0.197923422,0.000530580446165,202.01616148,99.9807921792
642,6.41,11,0.197763437,0.000486365408985,202.016647846,99.9809660056
643,6.42,4,0.197705261,0.000176860148722,202.016824706,99.9811253465
644,6.43,11,0.197545275,0.000486365408985,202.017311071,99.9811832887
645,6.44,6,0.197458011,0.000265290223083,202.017576362,99.9813426296
646,6.45,7,0.197356202,0.000309505260263,202.017885867,99.9814295428
647,6.46,12,0.197181673,0.000530580446165,202.018416447,99.9815309415
648,6.47,15,0.196963511,0.000663225557706,202.019079673,99.981704768
649,6.48,11,0.196803526,0.000486365408985,202.019566038,99.981922051
650,6.49,15,0.196585365,0.000663225557706,202.020229264,99.9820813919
651,6.5,8,0.196469012,0.000353720297443,202.020582984,99.982298675
652,6.51,18,0.196207218,0.000795870669248,202.021378855,99.9824145592
653,6.52,12,0.196032689,0.000530580446165,202.021909435,99.9826752989
654,6.53,15,0.195814527,0.000663225557706,202.022572661,99.9828491253
655,6.54,8,0.195698174,0.000353720297443,202.022926381,99.9830664084
